original_title,unified_id,detected_language_code,english_display_title
Thronefall - A Little Kingdom,681dbd68b9f87013ea373cc4,en,Thronefall - A Little Kingdom
Wood Block Jam,67d4ec9e59f022d539623900,en,Wood Block Jam
Soccer Games: Soccer Stars,55c5242502ac64f9c0002a38,en,Soccer Games: Soccer Stars
すみすみ すみっコぐらしやリラックマが登場するパズルゲーム,5a7288b099b54550e9d3366a,ja,Sumisumi is a puzzle game featuring Sumikkogurashi and Rilakkuma.
权力的游戏 凛冬将至,5d175509b9ab9474a4dda769,zh,Game of Thrones: Winter is Coming
Shoppin' Drop - Hole Puzzle,67c2ac8d43283aa9722cdc79,bn,Shoppin' Drop - Hole Puzzle
Alcatmist : Merge & Story,66ceadc4d9e2522b58451d0c,en,Alcatmist : Merge & Story
天龙3D-功夫新少林,55d20e5f02ac64ee730007bd,zh,Tianlong 3D - Kung Fu New Shaolin
零度曙光,6867ce2cc7619562f9beb4da,zh,Zero Degree Dawn
三國志KING,6a07e58fc2c2caa23c30223b,zh-Hant,Three Kingdoms KING
スマスロ マギアレコード 魔法少女まどかマギカ外伝,69df8613679ddf6606605827,ja,Smart Slot Magia Record: Puella Magi Madoka Magica Side Story
绿色征途-巨人正统续作,5dce21225c6ace2228288801,zh,Green Journey - The Official Sequel to Giants
SpinArena Online-Casino Spiele,606f31154aa701067dfdcda0,de,SpinArena Online Casino Games
Penny & Flo: Home Renovation,5ebc2a8fb9ab947fef6b49d7,en,Penny & Flo: Home Renovation
천년 어게인,670758bfb320f5ff7d66c023,ko,Millennium Again
"X-Poker - Holdem,Omaha,OFC",5f850b324199c46928e0a25b,en,"X-Poker - Holdem,Omaha,OFC"
플랜티스와 좀비깡패,6882f8f79c78f64d841edf3a,ko,Plantis and the Zombie Gangster
競技麻將2,5383d38f830f78f0bc0009ff,zh-Hant,Competitive Mahjong 2
娱网棋牌 - 二十年经典，伴您步步为赢,55d93be102ac645ad208cf2c,zh,"Yuwang Chess & Card Games - Twenty Years of Classics, Accompanying You to Victory Every Step of the Way"
Azure Tale,69c47f3b72c8501a0f4575c0,en,Azure Tale
Golf King - World Tour,5d94bbd9b9ab9412967fc687,en,Golf King - World Tour
Cooking World Restaurant Game,65ba04943d456d3dd653252b,en,Cooking World Restaurant Game
Mutants Genetic Gladiators,55c5204b02ac64f9c0002912,en,Mutants Genetic Gladiators
실크로드 어게인,69ba715ae847d8990a90071e,ko,Silk Road Again
Differences - Find & Spot It,66a8b649c96d7ad4f248d71e,en,Differences - Find & Spot It
麻将来了（QQ麻将）,5a54a4650211a6d8488a3200,zh,Mahjong is here (QQ Mahjong)
신 선혼: 리버스,68884c0d580dea6b0f99ea56,ko,New Soul: Reverse
아이러브커피,55d20e3902ac64ee7300002a,ko,I Love Coffee
Merge Away! - Puzzle Adventure,651ef01778f6022a95dc4cb2,en,Merge Away! - Puzzle Adventure
Idle Eleven - Soccer tycoon,5cd21581638de4733259259c,en,Idle Eleven - Soccer tycoon
Family Tree! - Logic Puzzles,64601ca05edcaf368c070ce2,en,Family Tree! - Logic Puzzles
AirConsole,56e8bdbc433b2e1b8c0059c8,en,AirConsole
"Cards, Universe & Everything",5de7b8aab9ab944fef44089a,en,"Cards, Universe & Everything"
클럽 오디션,58c022eb0211a62a9500011a,ko,Club Audition
闪烁之光,5ef38070bd815b4c05cadeb7,zh,Shimmering Light
BOWBLITZ,66079437ad4adb0b806ce98b,en,BOWBLITZ
Castle Crush：Epic Battle,56b2ebad02ac64379c000008,en,Castle Crush：Epic Battle
ナムコオンラインクレーン - namcoのオンクレ,5c0e56fb249f1f584742b6d4,ja,Namco Online Crane - Namco's online crane game
Sudoku - Classic Sudoku Puzzle,5b5c5ac76476de060b28dfd3,en,Sudoku - Classic Sudoku Puzzle
드래곤 플라이트,55d93bbf02ac645ad20869b3,ko,Dragon Flight
国盗り合戦-戦国x位置ゲーム！電車や旅行で全国制覇を目指せ！,55c50bdf02ac64f9c00022f7,ja,Conquer the Nation - Sengoku period x location-based game! Aim to conquer the entire country by train or travel!
ぶるぶるどーぶつ,631eee85f49575469d5c9299,ja,Brrr Animals
Fashion AR - Style & Makeover,5c08f094249f1f450d6d5a92,en,Fashion AR - Style & Makeover
Bitcoin Miner Idle Tycoon Game,5b635d2e2224ca14805090ff,en,Bitcoin Miner Idle Tycoon Game
animal restaurant,5d947688b9ab946158310f44,en,animal restaurant
Genesis War,695da9db05b718594c4a4722,en,Genesis War
Truco Vamos : Slots & Poker,5f559a1e82b512282d9d0d4a,es,Trick Let's Go: Slots & Poker
全民奇迹2,5ffcbc88525f10268957785a,zh,Miracle 2
Idle Breaker - Last Survival,647349df37938646851bad00,en,Idle Breaker - Last Survival
Everyday Puzzles: Mini Games,615fbb49a0ba7361576d404f,en,Everyday Puzzles: Mini Games
Toy Match 3D!,665ea7e7594b7b9a92e90c99,ru,Toy Match 3D!
Time Master,5f8100e592a9a73adaa91400,en,Time Master
スロパチスピリット,688c386f2d1d808af5aa90dd,ja,SloPachi Spirit
Stake US - Casino & Slots,67af0d9eef93f36f50a38942,en,Stake US - Casino & Slots
御城プロジェクト:RE,5a9e98aa2d1d806724ed6091,ja,Castle Project: RE
弹弹堂,58ff42540211a6a7e7000016,zh,DDTank
Vegas Casino Slots - Mega Win,5bad68498ccd0b609f838f84,en,Vegas Casino Slots - Mega Win
鐳明閃擊,698a83ddb3a0c3c9de60ef43,zh-Hant,Rai Ming Blitz
애니팡 맞고:카카오 고스톱 맞고 게임,565ce6e01bac79a140001a19,ko,Anipang Matgo: Kakao Go-Stop Matgo Game
Tap Force: Retro RPG,6306d0fc1806494794598128,en,Tap Force: Retro RPG
诛仙2,6851debf9dd0ae0ca7bc7a64,zh,Jade Dynasty 2
Ninja Turtles: Legends,5734f35b0211a6cbc000062b,en,Ninja Turtles: Legends
Pirate Ships・Build and Fight,60429535eafbc62debc8cd85,en,Pirate Ships・Build and Fight
Twisted Ropes: Untangle 3D,66b2a7dc276183d254133e3a,en,Twisted Ropes: Untangle 3D
Pet Doctor Care games for kids,5e7bdcbcbc3efe47f20db33f,en,Pet Doctor Care games for kids
三国望神州,68676745ae3a101045a62f9d,zh,Three Kingdoms Look Towards the Divine Land
Orecraft: Orc Mining Camp,6466a2a3685e041da1167b7d,en,Orecraft: Orc Mining Camp
My Talking Tom Friends,5e4603dd3ecf804a9eb0fcf4,en,My Talking Tom Friends
卡车之星 - 国产模拟驾驶游戏,643ed97d1aa247425b685fad,zh,Truck Star - A domestically produced driving simulation game
Lost Prison - Shelter Survival,68c420c5c06400103f09e27c,en,Lost Prison - Shelter Survival
辐射：避难所Online,5e630dd2a08de3053bab3371,zh,Fallout: Shelter Online
와다다 던전런,68b69c1c9decec7a19e96fe6,ko,Wadada Dungeon Run
うたわれるもの ロストフラグ,5ddcf802b9ab9418c2d73bd2,ja,Utawarerumono Lost Flag
Poppy Playtime Chapter 3,6724135a3940614998fe5c4d,en,Poppy Playtime Chapter 3
華夏千秋,68bfb2e7e6aea3ecbad9e2e7,zh-Hant,China for thousands of years
One-Punch Man:Road to Hero 2.0,5ea246e07f77f605902d5317,en,One-Punch Man:Road to Hero 2.0
全民水浒-腾讯第一策略卡牌手游,55d93de302ac645ad20eb476,zh,All People Water Margin - Tencent's No.1 Strategy Card Mobile Game
Toy Car: Traffic Jam,68da9e6ca70c598afd0c0b40,en,Toy Car: Traffic Jam
Merge Topia-Screw Jam,640240f2b3ae272b9184cca6,id,Merge Topia-Screw Jam
Super Bear Adventure,59436582eaad1f3127001082,en,Super Bear Adventure
Bid Whist Plus,5874342fe2b59061fa000074,en,Bid Whist Plus
VIP Belote et Coinche En Ligne,5668cf9aa16af2bbe9000289,fr,VIP Belote and Coinche Online
天上碑M,658206ae3b17d942cd89d436,zh,Heavenly Stele M
Balloon Master 3D-Puzzle Games,6547a800b3ae27174303ff07,en,Balloon Master 3D-Puzzle Games
弹弹堂大冒险,636592bb021810385025201d,zh,DDTank Adventure
微乐四川麻将移动版-联动新角色上线,61935ecdcf14946836f2d8a2,zh,Weile Sichuan Mahjong Mobile Version - New Collaboration Character Launched
Paradise Island 2: Hotel Game,55c5329002ac64f9c0002e8c,en,Paradise Island 2: Hotel Game
Zombie World War: Storm,68a136382e0688974de8fa31,en,Zombie World War: Storm
刻のイシュタリア ー美少女育成xカードゲームRPG,55c52bd302ac64f9c0002c77,ja,Toki no Ishtaria - Beautiful Girl Training x Card Game RPG
Solitaire Town Tycoon,68745a1433ba0a0d96888952,en,Solitaire Town Tycoon
Kingdom Rush Frontiers TD,55c5061102ac64f9c000211d,en,Kingdom Rush Frontiers TD
포켓 챔피언: 메가,69be49bef0bc0b42a4bc5107,ko,Pocket Champion: Mega
大航海之路,59c07a290da74c095c0a3d60,zh,The Age of Exploration
造梦无双-造梦西游经典横版动作游戏,5ee9c6de9d51ed33a8b9c767,zh,Dream Warriors - A classic side-scrolling action game based on the classic Journey to the West.
Traffic Untangle: Puzzle Roads,68a9443375ff8b1df1c889a1,en,Traffic Untangle: Puzzle Roads
Bloons TD Battles,55c509b202ac64f9c0002256,en,Bloons TD Battles
Backgammon Clubs,650083971bcfbf474896dc3a,en,Backgammon Clubs
The Legend of Fireball,66b18125092c99369472fd51,en,The Legend of Fireball
Dead Empire: Zombie War,5ea00f26b9ab942bcfa185cf,en,Dead Empire: Zombie War
最强斗王-SNK官方授权正版拳皇手游,694c138503079fcfd905541c,zh,The Strongest Fighting King - SNK Official Licensed King of Fighters Mobile Game
Merge Camp - Cute Animal Fun,64394b7a7c3194367e569d2c,en,Merge Camp - Cute Animal Fun
Illusion Connect,5ee8300d38d7e53934046b53,en,Illusion Connect
Insight: Group Party Games,655288f074b65b3edb2835a3,en,Insight: Group Party Games
해적 키우기-방치형 RPG,6959e33ef33f8390c5ee1baf,ko,Raising a Pirate - Idle RPG
신궁 키우기 : 방치형 RPG,67b94ab9e9bd631a54bc422d,ko,Raising a Divine Archer: Idle RPG
Bully: Anniversary Edition,58496c1b0211a64ca60003c4,en,Bully: Anniversary Edition
Warcraft Rumble,6271d3473b741c31067b8c78,en,Warcraft Rumble
Words Klondike : Associations,690ba6921fe0ce2c5f92023b,en,Words Klondike : Associations
Avaland: Metaverse Life Sim 3D,61e66afc5bdd8e3a719bc64a,bg,Avaland: Metaverse Life Sim 3D
ดัมมี่แลนด์ Dummy Land,60ec3d8771ed10729c721d64,th,Dummy Land
Pixel Starships™,5673188b02ac643077000032,en,Pixel Starships™
엔터테인먼트 거물,69e8232e0179a4a100d398ee,ko,Entertainment mogul
FR Legends,5bac7e13efdade1e90c3ce9d,de,FR Legends
Extreme Car Driving Simulator,55d20e5e02ac64ee7300077e,en,Extreme Car Driving Simulator
EVE Galaxy Conquest,654ade9abae1830c8f91bdb0,en,EVE Galaxy Conquest
Match Tile 3D,602d755c63339905f9145687,en,Match Tile 3D
Seal of Fate,67c54cd8909c93bab354e433,en,Seal of Fate
Word Chums!,55c5270002ac64f9c0002ae5,en,Word Chums!
Human Fortune,67fef8fd2756438e6e3fd9aa,en,Human Fortune
Merge Neverland,646ed7408071684c34aa911c,en,Merge Neverland
Royal Revolt 2: Tower Defense,55c513b002ac64f9c00025a4,en,Royal Revolt 2: Tower Defense
SIEGE: World War II,5ba0692dcd638d148a526234,de,SIEGE: World War II
Battlesmiths: Forge Master,64ec50529a9c5f31468faf50,en,Battlesmiths: Forge Master
MOBILE SUIT GUNDAM U.C. ENGAGE,64d1b841542be23a7eef20cd,en,MOBILE SUIT GUNDAM U.C. ENGAGE
Ultimate Clash Soccer,62eae837634d5f482ed3e796,en,Ultimate Clash Soccer
Dragon Wings - Space Shooter,660233c161333d18b4ecfd35,en,Dragon Wings - Space Shooter
타이니팜: 리마스터,677ffed6589d5154c3d2a1ca,ko,Tiny Farm: Remastered
Farm Merge,678ea4b663b88af93f531f90,en,Farm Merge
Underworld Empire,55d20e4702ac64ee730002b2,en,Underworld Empire
Bubbles Empire Champions,5a360a23a7491702247d1a33,en,Bubbles Empire Champions
American Mahjong Practice,5a1d8161547ced5c108aa1dd,en,American Mahjong Practice
Spirit Hunter: Rush,69d5d4ea6ec8f1cda8e22e75,en,Spirit Hunter: Rush
FR3 - Multiplayer Games,581a6ce2b5b9260b60000f6d,en,FR3 - Multiplayer Games
Gambonanza,698fc3c98406980cad3ccff3,eo,Gambonanza
My Heroes,5d5ddb8a3ea9832e40c15fc2,en,My Heroes
People Color Jam,688921a6eeb4376cdce810a6,en,People Color Jam
Immortal Diaries,60b0a6a7180097665aca2154,en,Immortal Diaries
球球英雄,5ee88cef1b96f15fcdfc34e4,zh,Ball Hero
Pokémon Shuffle Mobile,55db346202ac64e765000042,en,Pokémon Shuffle Mobile
QQ农场,537a3c04830f782dbe007b3a,zh,QQ Farm
Smithing Master,647b3613358b4702598fedff,en,Smithing Master
航海王-启航,55d93ff702ac645ad214db9d,zh,One Piece - Sailing
Stardust Social Casino,5f06202a42367c21fa4e7fd4,en,Stardust Social Casino
LYSSA: Goddess of LOVE,65273f3975acce3cfc663d6a,id,LYSSA: Goddess of LOVE
포세이돈 키우기 : 방치형 액션 RPG,62413c415a7e731539fbeee3,ko,Raising Poseidon: Idle Action RPG
Island War,5e6dd6b35c6ace695ce385e8,en,Island War
Beauty Blast: Makeover & Story,6808342264479a1a444e43c2,en,Beauty Blast: Makeover & Story
原始传奇-正版授权经典传奇手游,5fa282f946709d5721030390,zh,Original Legend - Officially Licensed Classic Legend Mobile Game
Block Craft 3D：Building Game,55d93fcd02ac645ad2145b52,en,Block Craft 3D：Building Game
Guild of Heroes: Adventure RPG,55de060b02ac6453fd076daf,en,Guild of Heroes: Adventure RPG
Landlord: Idle Business Empire,56cba91371b3089a3b00049e,en,Landlord: Idle Business Empire
Space Arena・Spaceship Strategy,57abefe3883e7b780c000270,en,Space Arena・Spaceship Strategy
사북성:언데드,684e3e9a65199313ef4ed995,ko,Sabuk Castle: Undead
ZingPlay Portal - Games Center,55aee5717ee3d47e0e030502,en,ZingPlay Portal - Games Center
Family Guy Freakin Mobile Game,5889aa030211a6543900004c,en,Family Guy Freakin Mobile Game
猎鱼达人-在线街机高爆捕鱼游戏,59a7ff270211a6cd61554f50,zh,Fishing Master - Online Arcade High-Explosive Fishing Game
Foodventure Inc: Idle Tycoon,655b2adb5e22644b615c9f37,en,Foodventure Inc: Idle Tycoon
애니팡 포커 - 카카오 7포커 로우바둑이 하이로우,577caaee80620009110001aa,ko,Anipang Poker - Kakao 7-Poker Low Badugi High-Low
Idle Mine! Tycoon Mining Game,66fcdabd8602d9a72e973bc3,en,Idle Mine! Tycoon Mining Game
欢乐掼蛋,5a016cfd0211a6681631257a,zh,Happy Guandan
Samkok Legends TD,66f27a1bfef605dd6af8e315,en,Samkok Legends TD
豬來了-全球最in社交遊戲,566a26e6de7b3602e6000758,zh-Hant,Pig is Coming - The World's Hottest Social Game
Catch & Build: Land of Pals,6825a676a40b74f6ab77044c,en,Catch & Build: Land of Pals
Cup Go,6876667258093339ad996e86,en,Cup Go
Battle Lines: Puzzle Fighter,634b002db3ae2735d4ccf706,en,Battle Lines: Puzzle Fighter
스투 랜덤 디펜스 : S2RD (제작: 계피사탕),68f1b8fb4fa3543eed8e3752,ko,S2 Random Defense: S2RD (Created by: Cinnamon Candy)
Dawn of Ages: Medieval Warfare,61b177e87a8e43536bc6736b,en,Dawn of Ages: Medieval Warfare
Color Oasis - Color by Number,660b951260f40a75871a2626,en,Color Oasis - Color by Number
Rolling Sky,56aae09de6540e091900019d,en,Rolling Sky
少女前线 Girls' Frontline,5bcd544b249f1f3c39249820,zh,Girls' Frontline
Ikemen Villains Otome Game,661424efe90da212cd2e1451,en,Ikemen Villains Otome Game
Jigsaw Puzzle: Daily Puzzles,55c5054102ac64f9c00020c8,en,Jigsaw Puzzle: Daily Puzzles
Hooked Inc: Fishing Games,599d3d280211a67c38cb220a,en,Hooked Inc: Fishing Games
All Out: Play with Friends,66972c3347030207805b4b85,en,All Out: Play with Friends
Pirate Wano War,682d474e8ce16fca177ba458,luo,Pirate Wano War
Downtown Mafia: Gang Wars Game,55c51dfb02ac64f9c0002867,en,Downtown Mafia: Gang Wars Game
OKEY - Canlı,5588a5b0aff33cb69400a1a1,tr,OKEY - Live
Pawn to Don Mafia Crime Story,6964e4da4ef6fdfa2d0c7f0a,en,Pawn to Don Mafia Crime Story
宿命ファンタジー,67180bdfbe01bd11370925a6,ja,Destiny Fantasy
ブレイブソード×ブレイズソウル,5536f178bf6cbb9deb000003,ja,Brave Sword x Blaze Soul
"Exoty Tarot en ligne à 3, 4, 5",57e4b154e6d79a3214000818,fr,"Exoty Tarot online for 3, 4, 5"
Flutter Starlight — Cozy Game,5738a7f50211a638430002a1,en,Flutter Starlight — Cozy Game
Royal Chaos,59ce8d7c0211a683d66fc0d9,en,Royal Chaos
소드마스터 스토리,5f32b915ec1eca230026a4f4,ko,Sword Master Story
Rummy Relax: Classic Card Game,681197bce4f57e70fc57ea0e,en,Rummy Relax: Classic Card Game
Beach Buggy Racing 2,5c19ac38eecee110d84836ee,en,Beach Buggy Racing 2
メジェ教団 - 放置ゲーム,66ad7a7a4e1bf1e4343bcc55,ja,Meje Cult - Idle Game
Family Bay: Merge & Farm,6965bbb462150410c0b216bc,en,Family Bay: Merge & Farm
66玩麻将,6735b5e1d10b782e0ad2d5c7,zh,66 Play Mahjong
星美世界,68754d01f80f1ae98b440ec8,zh,Star Beauty World
最強異世界,69819656760a28803a5a1534,zh-Hant,The Strongest Otherworld
Football Career - Soccer Games,66e38d4f1172c3ae09aaec6d,en,Football Career - Soccer Games
Football Manager 26 Mobile,6549582f7074e82fa4f978b0,en,Football Manager 26 Mobile
Domino Go: Dominoes Board Game,6270339c8bf5120e774c3678,en,Domino Go: Dominoes Board Game
꿈틀 수비대: 전략 TD,695266f879a23b0aad5f3fb5,ko,Dream Defense Force: Strategy TD
Baccarat online: Baccarist,585bd7bf0211a6757600224a,en,Baccarat online: Baccarist
Idle Brick Breaker,5eddc700c725f01d5f7513af,en,Idle Brick Breaker
Simon's Cat - Crunch Time,5952c96a0211a61c71000015,en,Simon's Cat - Crunch Time
SAS: Zombie Assault 4,55c52f8702ac64f9c0002d95,en,SAS: Zombie Assault 4
Assoluto Racing,573739f80211a638ba0002ce,it,Absolute Racing
SongPop® - Guess The Song,5fdc460b2cfa1f4c67a890e6,en,SongPop® - Guess The Song
Journey Home: Merge & Stories,63d0cccd4c2ba41602cc8b5c,en,Journey Home: Merge & Stories
Sweet Escapes: Build A Bakery,5b61953825322371ed7558fa,en,Sweet Escapes: Build A Bakery
Perfect World: Ascend,66f4733d20a50216d2a173f6,en,Perfect World: Ascend
The Battle of Polytopia,56cf6d4802ac64b666000008,en,The Battle of Polytopia
Unfolded: Webtoon Stories,68a3eda3ce82ea67be020fb4,en,Unfolded: Webtoon Stories
Grepolis - Divine Strategy MMO,620b95616b439e088f8ee718,en,Grepolis - Divine Strategy MMO
SUPERSTAR SMTOWN,59a014530211a6435fde9fc5,en,SUPERSTAR SMTOWN
Rolling in Holes,67fb1048db176e7b65bdf7ae,en,Rolling in Holes
Stronghold Kingdoms Castle Sim,58c40a090211a6c7c80002d8,en,Stronghold Kingdoms Castle Sim
War of Warship:Pacific War,568d2d5802ac64c8a3000053,en,War of Warship:Pacific War
Dawn Gods,6933ad6933b34460c66a89fd,en,Dawn Gods
Trials of Heroes: Idle RPG,5ac5fb59ecb2f36aa0316e73,en,Trials of Heroes: Idle RPG
Silkroad Online,5c9063fbfb9e36778d0adb2a,vi,silkroad Online
Echoes of Eternity,6650266c9f20d5f4b98ad406,en,Echoes of Eternity
Hidden Objects: Coastal Hill,596575ce8251c11753000107,en,Hidden Objects: Coastal Hill
Rec Room: Play with Friends,5d0877e4d14c156a5aef39c0,en,Rec Room: Play with Friends
Tank Stars,5a71b759eff03f76efef408a,en,Tank Stars
CABAL: Return of Action,64cb39cb9c96214bdefea1d0,en,CABAL: Return of Action
モバプロ2 レジェンド,5919f1760211a6045e0001f0,ja,Mobapro 2 Legend
Soul Land: Time Reversed,68d5ef7593ab640eb51da6b0,en,Soul Land: Time Reversed
성세천하: 여제의 탄생,685ce94c8145ff3661d8fc55,ko,Prosperity Over the World: The Birth of the Empress
Frost War: Выживание,67fab9bd4c7c2d6b0a42cd6b,ru,Frost War: Survival
Cross-Stitch World,56e2aa4fc29d7b05f70040dd,en,Cross-Stitch World
Bricks Legend,6711ebb7df326f36e1339109,en,Bricks Legend
Ta Làm Tông Sư Trong Tiên Môn,68cf71aa3514ca0bbe541c45,vi,I Am Becoming a Grandmaster in the Immortal Sect
Braindom: Brain Games Test,5ec45e3767881d189d1ee062,hi,Braindom: Brain Games Test
Mobile Dungeon: RPG Crawler,65ccb1c2ad4adb58d551c48a,en,Mobile Dungeon: RPG Crawler
Bus Jam,64998f879db92b7adfa0f490,id,Bus Hours
Decolore,6903d36307cff58096dd567b,en,Decolore
モンスターハンターパズル アイルーアイランド,65820be4a339835163361399,ja,Monster Hunter Puzzle: Felyne Island
Crossword - Word Hike,62c103a20654b27e4db1dacd,en,Crossword - Word Hike
WonderNovel-Story Lovers' Home,645b03121c67c740dda8a74d,en,WonderNovel-Story Lovers' Home
三國志：黃金城の決戰,67340f9ae54858794859819e,zh-Hant,Romance of the Three Kingdoms: The Battle of the Golden City
Canasta Junction,55aef89e1a158e305c04d808,es,Junction Basket
Lost Lands 11,6945c4305b4bdfd8feb75abb,en,Lost Lands 11
Tides of Conquest,684a45ce3160aa418c0ef3eb,en,Tides of Conquest
Scavenger Hunt－Hidden objects!,63b0e29df51fe620fc8650e4,en,Scavenger Hunt－Hidden objects!
丽水跑得快,5f66d8497052ca133781cf76,zh,Lishui Runs Fast
Mini Pirate Clash,69b3807b50ba78539d7634e6,en,Mini Pirate Clash
Operation: New Earth,575b015d0211a67a4e000400,en,Operation: New Earth
Word Solitaire Now!,692e5da7885b0c358a5f83f3,en,Word Solitaire Now!
Immortal Destiny：Chosen Heirs,69a27ae1b8d4849263ab5a06,en,Immortal Destiny：Chosen Heirs
Farm RPG: Text-Based MMO,608a3fdbd227a45fa2f81608,en,Farm RPG: Text-Based MMO
Yatzy GO! Classic Dice Game,659de99fe4dce60518defbb5,en,Yatzy GO! Classic Dice Game
머지 타운: 퍼즐 & 스토리,65b2a9199368f5287c86304d,ko,Merge Town: Puzzle & Story
Wool Saga 3D - Knit Jam Puzzle,68673d0ec1a38833c9f69bf2,en,Wool Saga 3D - Knit Jam Puzzle
Texas Holdem Poker & Blackjack,581df1060211a610ec001139,en,Texas Holdem Poker & Blackjack
歡樂釣王傳奇：體感拋竿釣魚,6667425b81daf81a671bc931,zh-Hant,Joyful Fishing King Legend: Motion-Sensing Casting Fishing
Fairyland: Merge & Magic,63126b9cad4adb43dbf93181,en,Fairyland: Merge & Magic
Kingdoms of HF - Dragon War,5966e3d60211a6ec520000e9,en,Kingdoms of HF - Dragon War
アヴァベルオンライン -絆の塔-,551bb52f322a2fa15e000d63,ja,Avabel Online -Tower of Bonds-
European War 7: Medieval,61e93a6779a5481c36a25ff0,en,European War 7: Medieval
수험생 키우기 : 수능 시뮬레이션 게임,6545e62cc4dd9b4d4e8c85ac,ko,Raising a Test Taker: CSAT Simulation Game
推理学院-聚会派对，休闲游戏合集！,5d582bcc72a0c10d31c6e9fb,zh,Deduction Academy - A collection of casual games for parties and gatherings!
Grand Theft Auto: Vice City,55d20e3a02ac64ee73000030,en,Grand Theft Auto: Vice City
Boss Party,6603ff866655582f8d799454,en,Boss Party
Wingspan: The Board Game,60bc591efd5a6c79a758cf11,en,Wingspan: The Board Game
After Inc.,673c4f3470fef929428048de,en,After Inc.
Angry Birds Transformers,55c52bdb02ac64f9c0002c7b,en,Angry Birds Transformers
【推しの子】Puzzle Star,6949ff694599a50dce38a096,ja,[Oshi no Ko] Puzzle Star
Otherworld Mercenary Corps,654469b1f68a68489e0b568d,en,Otherworld Mercenary Corps
Cubes Empire Champions,5f7d84b65915631fa4249956,en,Cubes Empire Champions
美食小当家,5ee8620f9d7077671c30418c,zh,Little Chef
원시인 형님들 키우기 : 문명 x 방치형 RPG,5dcfa60b8071685c5b187a0d,ko,Raising Caveman Brothers: Civilization x Idle RPG
Hello Kitty Merch Match,682e7058acd35e19386f0d3f,en,Hello Kitty Merch Match
Talking Tom Gold Run,573585530211a6d81f00006f,en,Talking Tom Gold Run
貪婪洞窟：重生,66da7394c4cbce69e442d1de,zh-Hant,Greedy Cave: Rebirth
Cradle of Maya: Match 3 game,5f4c9bac3c0c4d0dd7c2c6ba,en,Cradle of Maya: Match 3 game
Logicus: Brain Training Games,65d7c4bebfa0280746c6b20f,en,Logicus: Brain Training Games
Cooking Adventure - Chef Food,5735f9c632996008c8000022,en,Cooking Adventure - Chef Food
Soccer Superstar,5f5aef3b86712b5600ee9c14,en,Soccer Superstar
프렌즈팝,55ddf9b602ac647cb9000002,ko,Friends Pop
Total War™: EMPIRE,671a6f833414cc1138107c27,en,Total War™: EMPIRE
Spider Solitaire: Card Games,57a29e61ba982a666f000089,en,Spider Solitaire: Card Games
Pou,55d20e3b02ac64ee73000054,ht,For
巡夢少女,69855d1b2358ffbc14118bd9,ja,Dream-Touring Girl
Thao Túng Tam Quốc - Vplay,691e458c8ea1850ab6066651,vi,Manipulating the Three Kingdoms - Vplay
جلسة بلوت - Baloot,613416bbe0b90f0f3be232b3,ar,Baloot session
Crazy Odyssey,696884b0db3aab07a07d3a1e,en,Crazy Odyssey
Screw Pin Jam Puzzle,6631cfa04543b9c00b56e7bf,en,Screw Pin Jam Puzzle
練氣3000層：墮落女帝逼我飛升,6a2241e0d8038479028cf46e,zh-Hant,Qi Refining 3000 Levels: The Fallen Empress Forces Me to Ascend
奥特曼传奇英雄 - 5V5对战格斗游戏,58f264130211a6d74a00015d,zh,Ultraman Legend Heroes - 5V5 Fighting Game
Slugterra: Slug it Out 2,57ef5e040211a6aed3000142,en,Slugterra: Slug it Out 2
酋长你别跑,684888294b9763542d7d810c,zh,"Chief, don't run away!"
Summoners War: Rush,6764f350fffbb0d18da88fa9,en,Summoners War: Rush
Bingo Dice,6870406227e2c1537205ffbf,it,Bingo Dice
Drag Racing: Streets,57d10767f799633b320065a7,en,Drag Racing: Streets
Business Empire: RichMan,61d12e78fa4913350e9ac28e,en,Business Empire: RichMan
Brawlhalla,5f160b8712f5f06e60e71724,cy,Brawlhalla
Motor World: Car Factory,55c51bc302ac64f9c00027d2,en,Motor World: Car Factory
LINE Puzzle TanTan,55c52eea02ac64f9c0002d53,en,LINE Puzzle TanTan
Battle Belles: Card,697d742fac8a331a31875326,en,Battle Belles: Card
Dragons of Atlantis,55c5094802ac64f9c0002220,en,Dragons of Atlantis
文明与征服-攻城策略对战 重启全面战争时代,615689dfbdb047784e567718,zh,Civilization and Conquest - Siege Strategy Battles: Rebooting the Total War Era
Tile Master 3D - Triple Match,6072bce567874b37d62cf0d8,en,Tile Master 3D - Triple Match
4 Pics 1 Word,55d20e4002ac64ee73000128,en,4 Pics 1 Word
Warships Mobile 2: Naval War,65fdadbcb3ae2712f9074eca,en,Warships Mobile 2: Naval War
APEX Racer,64594edf1fa2b169593f3f3f,en,APEX Racer
War Games - Commander,585d760586f02b73a20024da,en,War Games - Commander
Traffic Rider,567b97a102ac64713a00001e,en,Traffic Rider
ファントム オブ キル -オルタナティブ・イミテーション-,6566eff6b3ae27168950a8ed,ja,Phantom of Kill -Alternative Imitation-
Jewels of the Wild West Match3,5e7e2b7b5c6ace38d728e80d,en,Jewels of the Wild West Match3
다크엔젤: 심연의 날개,676434e49ccf2a34279a3600,ko,Dark Angel: Wings of the Abyss
新山海經：異變,6507c75e4cb7c835334dd64f,zh-Hant,New Classic of Mountains and Seas: Mutation
